groupname;loginname;code;bookletname;unitname;originalUnitId;responses;laststate
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB101";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]}]"",""ts"":1737994244295,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994244295,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB111";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""image_2\"",\""status\"":\""DISPLAYED\"",\""value\"":false}]"",""ts"":1737994304600,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994282505,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB121_4";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB121\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""text_2\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB122\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":\""61\""},{\""id\"":\""cloze_1\"",\""status\"":\""DISPLAYED\"",\""value\"":null},{\""id\"":\""text_3\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB123\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB124\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":\""28\""},{\""id\"":\""cloze_2\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994422118,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994382982,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB125";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""LFB125\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""text_2\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB125_1\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":true},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB125_1a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB125_2\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":true},{\""id\"":\""LFB125_2a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB125_3\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":true},{\""id\"":\""LFB125_4\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":true},{\""id\"":\""LFB125_5\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":true},{\""id\"":\""LFB125_6\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""LFB125_7\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""LFB125_8\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""LFB125_8a\"",\""status\"":\""NOT_REACHED\"",\""value\"":null},{\""id\"":\""text_3\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB125_9\"",\""status\"":\""DISPLAYED\"",\""value\"":false}]"",""ts"":1737994468414,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994427198,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB126";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB126\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994489533,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994477467,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB127";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB127\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994521680,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994491539,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB131";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01e\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01f\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01g\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01h\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01i\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB131\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994575911,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994524685,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB132";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""image_2\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""intro_2\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""02a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""02b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""02c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""02d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB132\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994645219,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994581954,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB133";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB133\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994675372,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994648233,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB134";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01e\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB134\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994691487,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994679452,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB135";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB135\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994709579,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994694494,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB136";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""LFB136\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994735713,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994711586,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB137";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""LFB137\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994754800,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994738729,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB141";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB141a\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""LFB141\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994784944,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994756804,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB142";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB142a\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01e\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB142\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994813046,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994787951,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB144";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB144a\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":4},{\""id\"":\""01e\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":4},{\""id\"":\""01f\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""LFB144\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994860285,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994816070,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB146";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB146a\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB146\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994897438,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994863293,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB147";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB147a\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB147\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":\""60\""},{\""id\"":\""cloze_1\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994934603,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994902514,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB152";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""image_1\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB152a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB152b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB152c\"",\""status\"":\""DISPLAYED\"",\""value\"":2},{\""id\"":\""LFB152d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB152\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737994996871,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994937624,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB153";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""image_2\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB153a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB153b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB153c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB153d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB153\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737995038078,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994999886,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB154";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""image_2\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_2\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB154a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB154b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB154c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB154d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB154\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737995081374,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995044155,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB155";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""image_1\"",\""status\"":\""DISPLAYED\"",\""value\"":false},{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""LFB155a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB155b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB155c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""LFB155d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB155\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737995115571,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995084389,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB161";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":2},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01e\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01f\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB161\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737995154751,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995118582,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"LFB162";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""01a\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01b\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01c\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""01d\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":1},{\""id\"":\""LFB162\"",\""status\"":\""DISPLAYED\"",\""value\"":null}]"",""ts"":1737995177820,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995156773,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"FeedbackKT";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""text_3\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""feedback_1\"",\""status\"":\""VALUE_CHANGED\"",\""value\"":3},{\""id\"":\""text_2\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""feedback_2\"",\""status\"":\""DISPLAYED\"",\""value\"":null},{\""id\"":\""text_4\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""text_5\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""feedback_3\"",\""status\"":\""DISPLAYED\"",\""value\"":false}]"",""ts"":1737995198873,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995178823,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"12175-72-t1";"";"LKFB_T1_R2";"Ende";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]}]"",""ts"":1737995200882,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737995200882,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"44059-103-t1";"";"LKFB_T1_R6";"LFB101";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""text_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]}]"",""ts"":1737994828341,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994828341,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
"lfbt1";"44059-103-t1";"";"LKFB_T1_R6";"LFB111";"";"[{""id"":""elementCodes"",""content"":""[{\""id\"":\""intro_1\"",\""status\"":\""DISPLAYED\"",\""value\"":[]},{\""id\"":\""image_2\"",\""status\"":\""DISPLAYED\"",\""value\"":false}]"",""ts"":1737994902600,""responseType"":""iqb-standard@1.0""},{""id"":""stateVariableCodes"",""content"":""[]"",""ts"":1737994860683,""responseType"":""iqb-standard@1.0""}]";"{""PLAYER"":""RUNNING"",""PRESENTATION_PROGRESS"":""complete"",""RESPONSE_PROGRESS"":""complete""}"
